time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.20103	1	1	5	1030	0.534827
1.20103	1	1	5	1030	0.534787
1.20103	1	1	5	1030	0.534747
1.20103	1	1	5	1030	0.534707
1.20103	1	1	5	1030	0.534667
1.20103	1	1	5	1030	0.534627
1.20103	1	1	5	1030	0.534587
1.20103	1	1	5	1030	0.534547
1.20203	1	1	5	1030	0.535507
1.20203	1	1	5	1030	0.535467
1.20203	1	1	5	1030	0.535427
1.20203	1	1	5	1030	0.535387
1.20203	1	1	5	1030	0.535347
1.20203	1	1	5	1030	0.535307
1.20203	1	1	5	1030	0.535267
1.20203	1	1	5	1030	0.535227
1.20303	1	1	5	1030	0.536187
1.20303	1	1	5	1030	0.536147
1.20303	1	1	5	1030	0.536107
1.20303	1	1	5	1030	0.536067
1.20303	1	1	5	1030	0.536027
1.20303	1	1	5	1030	0.535987
1.20303	1	1	5	1030	0.535947
1.20303	1	1	5	1030	0.535907
1.20303	1	1	5	1030	0.535867
1.20403	1	1	5	1030	0.536827
1.20403	1	1	5	1030	0.536787
1.20403	1	1	5	1030	0.536747
1.20403	1	1	5	1030	0.536707
1.20403	1	1	5	1030	0.536667
1.20403	1	1	5	1030	0.536627
1.20403	1	1	5	1030	0.536587
1.20403	1	1	5	1030	0.536547
1.20503	1	1	5	1030	0.537507
1.20503	1	1	5	1030	0.537467
1.20503	1	1	5	1030	0.537427
1.20503	1	1	5	1030	0.537387
1.20503	1	1	5	1030	0.537347
1.20503	1	1	5	1030	0.537307
1.20503	1	1	5	1030	0.537267
1.20503	1	1	5	1030	0.537227
1.20603	1	1	5	1030	0.538187
1.20603	1	1	5	1030	0.538147
1.20603	1	1	5	1030	0.538107
1.20603	1	1	5	1030	0.538067
1.20603	1	1	5	1030	0.538027
1.20603	1	1	5	1030	0.537987
1.20603	1	1	5	1030	0.537947
1.20603	1	1	5	1030	0.537907
1.20603	1	1	5	1030	0.537867
1.20703	1	1	5	1030	0.538827
1.20703	1	1	5	1030	0.538787
1.20703	1	1	5	1030	0.538747
1.20703	1	1	5	1030	0.538707
1.20703	1	1	5	1030	0.538667
1.20703	1	1	5	1030	0.538627
1.20703	1	1	5	1030	0.538587
1.20703	1	1	5	1030	0.538547
1.20803	1	1	5	1030	0.539507
1.20803	1	1	5	1030	0.539467
1.20803	1	1	5	1030	0.539427
1.20803	1	1	5	1030	0.539387
1.20803	1	1	5	1030	0.539347
1.20803	1	1	5	1030	0.539307
1.20803	1	1	5	1030	0.539267
1.20803	1	1	5	1030	0.539227
1.20803	1	1	5	1030	0.539187
1.20903	1	1	5	1030	0.540147
1.20903	1	1	5	1030	0.540107
1.20903	1	1	5	1030	0.540067
1.20903	1	1	5	1030	0.540027
1.20903	1	1	5	1030	0.539987
1.20903	1	1	5	1030	0.539947
1.20903	1	1	5	1030	0.539907
1.20903	1	1	5	1030	0.539867
1.21003	1	1	5	1030	0.540827
1.21003	1	1	5	1030	0.540787
1.21003	1	1	5	1030	0.540747
1.21003	1	1	5	1030	0.540707
1.21003	1	1	5	1030	0.540667
1.21003	1	1	5	1030	0.540627
1.21003	1	1	5	1030	0.540587
1.21003	1	1	5	1030	0.540547
1.21103	1	1	5	1030	0.541507
1.21103	1	1	5	1030	0.541467
1.21103	1	1	5	1030	0.541427
1.21103	1	1	5	1030	0.541387
1.21103	1	1	5	1030	0.541347
1.21103	1	1	5	1030	0.541307
1.21103	1	1	5	1030	0.541267
1.21103	1	1	5	1030	0.541227
1.21103	1	1	5	1030	0.541187
1.21203	1	1	5	1030	0.542147
1.21203	1	1	5	1030	0.542107
1.21203	1	1	5	1030	0.542067
1.21203	1	1	5	1030	0.542027
1.21203	1	1	5	1030	0.541987
1.21203	1	1	5	1030	0.541947
1.21203	1	1	5	1030	0.541907
1.21203	1	1	5	1030	0.541867
1.21303	1	1	5	1030	0.542827
1.21303	1	1	5	1030	0.542787
1.21303	1	1	5	1030	0.542747
1.21303	1	1	5	1030	0.542707
1.21303	1	1	5	1030	0.542667
1.21303	1	1	5	1030	0.542627
1.21303	1	1	5	1030	0.542587
1.21303	1	1	5	1030	0.542547
1.21303	1	1	5	1030	0.542507
1.21403	1	1	5	1030	0.543467
1.21403	1	1	5	1030	0.543427
1.21403	1	1	5	1030	0.543387
1.21403	1	1	5	1030	0.543347
1.21403	1	1	5	1030	0.543307
1.21403	1	1	5	1030	0.543267
1.21403	1	1	5	1030	0.543227
1.21403	1	1	5	1030	0.543187
1.21503	1	1	5	1030	0.544147
1.21503	1	1	5	1030	0.544107
1.21503	1	1	5	1030	0.544067
1.21503	1	1	5	1030	0.544027
1.21503	1	1	5	1030	0.543987
1.21503	1	1	5	1030	0.543947
1.21503	1	1	5	1030	0.543907
1.21503	1	1	5	1030	0.543867
1.21503	1	1	5	1030	0.543827
1.21603	1	1	5	1030	0.544787
1.21603	1	1	5	1030	0.544747
1.21603	1	1	5	1030	0.544707
1.21603	1	1	5	1030	0.544667
1.21603	1	1	5	1030	0.544627
1.21603	1	1	5	1030	0.544587
1.21603	1	1	5	1030	0.544547
1.21603	1	1	5	1030	0.544507
1.21703	1	1	5	1030	0.545467
1.21703	1	1	5	1030	0.545427
1.21703	1	1	5	1030	0.545387
1.21703	1	1	5	1030	0.545347
1.21703	1	1	5	1030	0.545307
1.21703	1	1	5	1030	0.545267
1.21703	1	1	5	1030	0.545227
1.21703	1	1	5	1030	0.545187
1.21803	1	1	5	1030	0.546147
1.21803	1	1	5	1030	0.546107
1.21803	1	1	5	1030	0.546067
1.21803	1	1	5	1030	0.546027
1.21803	1	1	5	1030	0.545987
1.21803	1	1	5	1030	0.545947
1.21803	1	1	5	1030	0.545907
1.21803	1	1	5	1030	0.545867
1.21803	1	1	5	1030	0.545827
1.21903	1	1	5	1030	0.546787
1.21903	1	1	5	1030	0.546747
1.21903	1	1	5	1030	0.546707
1.21903	1	1	5	1030	0.546667
1.21903	1	1	5	1030	0.546627
1.21903	1	1	5	1030	0.546587
1.21903	1	1	5	1030	0.546547
1.21903	1	1	5	1030	0.546507
1.22003	1	1	5	1030	0.547467
1.22003	1	1	5	1030	0.547427
1.22003	1	1	5	1030	0.547387
1.22003	1	1	5	1030	0.547347
1.22003	1	1	5	1030	0.547307
1.22003	1	1	5	1030	0.547267
1.22003	1	1	5	1030	0.547227
1.22003	1	1	5	1030	0.547187
1.22003	1	1	5	1030	0.547147
1.22103	1	1	5	1030	0.548107
1.22103	1	1	5	1030	0.548067
1.22103	1	1	5	1030	0.548027
1.22103	1	1	5	1030	0.547987
1.22103	1	1	5	1030	0.547947
1.22103	1	1	5	1030	0.547907
1.22103	1	1	5	1030	0.547867
1.22103	1	1	5	1030	0.547827
1.22203	1	1	5	1030	0.548787
1.22203	1	1	5	1030	0.548747
1.22203	1	1	5	1030	0.548707
1.22203	1	1	5	1030	0.548667
1.22203	1	1	5	1030	0.548627
1.22203	1	1	5	1030	0.548587
1.22203	1	1	5	1030	0.548547
1.22203	1	1	5	1030	0.548507
1.22203	1	1	5	1030	0.548467
1.22303	1	1	5	1030	0.549427
1.22303	1	1	5	1030	0.549387
1.22303	1	1	5	1030	0.549347
1.22303	1	1	5	1030	0.549307
