Time	CellId	RNTI	BWPId	SINR(dB)
0.886071	1	1	0	51.6787
0.887071	1	1	0	51.6787
0.888071	1	1	0	51.6787
0.889071	1	1	0	51.6787
0.890071	1	1	0	51.6787
0.891071	1	1	0	51.6787
0.892071	1	1	0	51.6787
0.893071	1	1	0	51.6787
0.894071	1	1	0	51.6787
0.895071	1	1	0	51.6787
0.896071	1	1	0	51.6787
0.897071	1	1	0	51.6787
0.898071	1	1	0	51.6787
0.899071	1	1	0	51.6787
0.900071	1	1	0	51.6787
0.901071	1	1	0	51.6787
0.902071	1	1	0	51.6787
0.903071	1	1	0	51.6787
0.904071	1	1	0	51.6787
0.905071	1	1	0	51.6787
0.906071	1	1	0	51.6787
0.907071	1	1	0	51.6787
0.908071	1	1	0	51.6787
0.909071	1	1	0	51.6787
0.910071	1	1	0	51.6787
0.911071	1	1	0	51.6787
0.912071	1	1	0	51.6787
0.913071	1	1	0	51.6787
0.914071	1	1	0	51.6787
0.915071	1	1	0	51.6787
0.916071	1	1	0	51.6787
0.917071	1	1	0	51.6787
0.918071	1	1	0	51.6787
0.919071	1	1	0	51.6787
0.920071	1	1	0	51.6787
0.921071	1	1	0	51.6787
0.922071	1	1	0	51.6787
0.923071	1	1	0	51.6787
0.924071	1	1	0	51.6787
0.925071	1	1	0	51.6787
0.926071	1	1	0	51.6787
0.927071	1	1	0	51.6787
0.928071	1	1	0	51.6787
0.929071	1	1	0	51.6787
0.930071	1	1	0	51.6787
0.931071	1	1	0	51.6787
0.932071	1	1	0	51.6787
0.933071	1	1	0	51.6787
0.934071	1	1	0	51.6787
0.935071	1	1	0	51.6787
0.936071	1	1	0	51.6787
0.937071	1	1	0	51.6787
0.938071	1	1	0	51.6787
0.939071	1	1	0	51.6787
0.940071	1	1	0	51.6787
0.941071	1	1	0	51.6787
0.942071	1	1	0	51.6787
0.943071	1	1	0	51.6787
0.944071	1	1	0	51.6787
0.945071	1	1	0	51.6787
0.946071	1	1	0	51.6787
0.947071	1	1	0	51.6787
0.948071	1	1	0	51.6787
0.949071	1	1	0	51.6787
0.950071	1	1	0	51.6787
0.951071	1	1	0	51.6787
0.952071	1	1	0	51.6787
0.953071	1	1	0	51.6787
0.954071	1	1	0	51.6787
0.955071	1	1	0	51.6787
0.956071	1	1	0	51.6787
0.957071	1	1	0	51.6787
0.958071	1	1	0	51.6787
0.959071	1	1	0	51.6787
0.960071	1	1	0	51.6787
0.961071	1	1	0	51.6787
0.962071	1	1	0	51.6787
0.963071	1	1	0	51.6787
0.964071	1	1	0	51.6787
0.965071	1	1	0	51.6787
0.966071	1	1	0	51.6787
0.967071	1	1	0	51.6787
0.968071	1	1	0	51.6787
0.969071	1	1	0	51.6787
0.970071	1	1	0	51.6787
0.971071	1	1	0	51.6787
0.972071	1	1	0	51.6787
0.973071	1	1	0	51.6787
0.974071	1	1	0	51.6787
0.975071	1	1	0	51.6787
0.976071	1	1	0	51.6787
0.977071	1	1	0	51.6787
0.978071	1	1	0	51.6787
0.979071	1	1	0	51.6787
0.980071	1	1	0	51.6787
0.981071	1	1	0	51.6787
0.982071	1	1	0	51.6787
0.983071	1	1	0	51.6787
0.984071	1	1	0	51.6787
0.985071	1	1	0	51.6787
0.986071	1	1	0	51.6787
0.987071	1	1	0	51.6787
0.988071	1	1	0	51.6787
0.989071	1	1	0	51.6787
0.990071	1	1	0	51.6787
0.991071	1	1	0	51.6787
0.992071	1	1	0	51.6787
0.993071	1	1	0	51.6787
0.994071	1	1	0	51.6787
0.995071	1	1	0	51.6787
0.996071	1	1	0	51.6787
0.997071	1	1	0	51.6787
0.998071	1	1	0	51.6787
0.999071	1	1	0	51.6787
1.00007	1	1	0	51.6787
1.00107	1	1	0	51.6787
1.00207	1	1	0	51.6787
1.00307	1	1	0	51.6787
1.00407	1	1	0	51.6787
1.00507	1	1	0	51.6787
1.00607	1	1	0	51.6787
1.00707	1	1	0	51.6787
1.00807	1	1	0	51.6787
1.00907	1	1	0	51.6787
1.01007	1	1	0	51.6787
1.01107	1	1	0	51.6787
1.01207	1	1	0	51.6787
1.01307	1	1	0	51.6787
1.01407	1	1	0	51.6787
1.01507	1	1	0	51.6787
1.01607	1	1	0	51.6787
1.01707	1	1	0	51.6787
1.01807	1	1	0	51.6787
1.01907	1	1	0	51.6787
1.02007	1	1	0	51.6787
1.02107	1	1	0	51.6787
1.02207	1	1	0	51.6787
1.02307	1	1	0	51.6787
1.02407	1	1	0	51.6787
1.02507	1	1	0	51.6787
1.02607	1	1	0	51.6787
1.02707	1	1	0	51.6787
1.02807	1	1	0	51.6787
1.02907	1	1	0	51.6787
1.03007	1	1	0	51.6787
1.03107	1	1	0	51.6787
1.03207	1	1	0	51.6787
1.03307	1	1	0	51.6787
1.03407	1	1	0	51.6787
1.03507	1	1	0	51.6787
1.03607	1	1	0	51.6787
1.03707	1	1	0	51.6787
1.03807	1	1	0	51.6787
1.03907	1	1	0	51.6787
1.04007	1	1	0	51.6787
1.04107	1	1	0	51.6787
1.04207	1	1	0	51.6787
1.04307	1	1	0	51.6787
1.04407	1	1	0	51.6787
1.04507	1	1	0	51.6787
1.04607	1	1	0	51.6787
1.04707	1	1	0	51.6787
1.04807	1	1	0	51.6787
1.04907	1	1	0	51.6787
1.05007	1	1	0	51.6787
1.05107	1	1	0	51.6787
1.05207	1	1	0	51.6787
1.05307	1	1	0	51.6787
1.05407	1	1	0	51.6787
1.05507	1	1	0	51.6787
1.05607	1	1	0	51.6787
1.05707	1	1	0	51.6787
1.05807	1	1	0	51.6787
1.05907	1	1	0	51.6787
1.06007	1	1	0	51.6787
1.06107	1	1	0	51.6787
1.06207	1	1	0	51.6787
1.06307	1	1	0	51.6787
1.06407	1	1	0	51.6787
1.06507	1	1	0	51.6787
1.06607	1	1	0	51.6787
1.06707	1	1	0	51.6787
1.06807	1	1	0	51.6787
1.06907	1	1	0	51.6787
1.07007	1	1	0	51.6787
1.07107	1	1	0	51.6787
1.07207	1	1	0	51.6787
1.07307	1	1	0	51.6787
1.07407	1	1	0	51.6787
1.07507	1	1	0	51.6787
1.07607	1	1	0	51.6787
1.07707	1	1	0	51.6787
1.07807	1	1	0	51.6787
1.07907	1	1	0	51.6787
1.08007	1	1	0	51.6787
1.08107	1	1	0	51.6787
1.08207	1	1	0	51.6787
1.08307	1	1	0	51.6787
1.08407	1	1	0	51.6787
1.08507	1	1	0	51.6787
1.08607	1	1	0	51.6787
1.08707	1	1	0	51.6787
1.08807	1	1	0	51.6787
1.08907	1	1	0	51.6787
1.09007	1	1	0	51.6787
1.09107	1	1	0	51.6787
1.09207	1	1	0	51.6787
1.09307	1	1	0	51.6787
1.09407	1	1	0	51.6787
1.09507	1	1	0	51.6787
1.09607	1	1	0	51.6787
1.09707	1	1	0	51.6787
1.09807	1	1	0	51.6787
1.09907	1	1	0	51.6787
1.10007	1	1	0	51.6787
1.10107	1	1	0	51.6787
1.10207	1	1	0	51.6787
1.10307	1	1	0	51.6787
1.10407	1	1	0	51.6787
1.10507	1	1	0	51.6787
1.10607	1	1	0	51.6787
1.10707	1	1	0	51.6787
1.10807	1	1	0	51.6787
1.10907	1	1	0	51.6787
1.11007	1	1	0	51.6787
1.11107	1	1	0	51.6787
1.11207	1	1	0	51.6787
1.11307	1	1	0	51.6787
1.11407	1	1	0	51.6787
1.11507	1	1	0	51.6787
1.11607	1	1	0	51.6787
1.11707	1	1	0	51.6787
1.11807	1	1	0	51.6787
1.11907	1	1	0	51.6787
1.12007	1	1	0	51.6787
1.12107	1	1	0	51.6787
1.12207	1	1	0	51.6787
1.12307	1	1	0	51.6787
1.12407	1	1	0	51.6787
1.12507	1	1	0	51.6787
1.12607	1	1	0	51.6787
1.12707	1	1	0	51.6787
1.12807	1	1	0	51.6787
1.12907	1	1	0	51.6787
1.13007	1	1	0	51.6787
1.13107	1	1	0	51.6787
1.13207	1	1	0	51.6787
1.13307	1	1	0	51.6787
1.13407	1	1	0	51.6787
1.13507	1	1	0	51.6787
1.13607	1	1	0	51.6787
1.13707	1	1	0	51.6787
1.13807	1	1	0	51.6787
1.13907	1	1	0	51.6787
1.14007	1	1	0	51.6787
1.14107	1	1	0	51.6787
1.14207	1	1	0	51.6787
1.14307	1	1	0	51.6787
1.14407	1	1	0	51.6787
1.14507	1	1	0	51.6787
1.14607	1	1	0	51.6787
1.14707	1	1	0	51.6787
1.14807	1	1	0	51.6787
1.14907	1	1	0	51.6787
1.15007	1	1	0	51.6787
1.15107	1	1	0	51.6787
1.15207	1	1	0	51.6787
1.15307	1	1	0	51.6787
1.15407	1	1	0	51.6787
1.15507	1	1	0	51.6787
1.15607	1	1	0	51.6787
1.15707	1	1	0	51.6787
1.15807	1	1	0	51.6787
1.15907	1	1	0	51.6787
1.16007	1	1	0	51.6787
1.16107	1	1	0	51.6787
1.16207	1	1	0	51.6787
1.16307	1	1	0	51.6787
1.16407	1	1	0	51.6787
1.16507	1	1	0	51.6787
1.16607	1	1	0	51.6787
1.16707	1	1	0	51.6787
1.16807	1	1	0	51.6787
1.16907	1	1	0	51.6787
1.17007	1	1	0	51.6787
1.17107	1	1	0	51.6787
1.17207	1	1	0	51.6787
1.17307	1	1	0	51.6787
1.17407	1	1	0	51.6787
1.17507	1	1	0	51.6787
1.17607	1	1	0	51.6787
1.17707	1	1	0	51.6787
1.17807	1	1	0	51.6787
1.17907	1	1	0	51.6787
1.18007	1	1	0	51.6787
1.18107	1	1	0	51.6787
1.18207	1	1	0	51.6787
1.18307	1	1	0	51.6787
1.18407	1	1	0	51.6787
1.18507	1	1	0	51.6787
1.18607	1	1	0	51.6787
