Time	CellId	RNTI	BWPId	SINR(dB)
7.1427e-05	1	0	0	51.679
0.00507143	1	0	0	51.6787
0.0100714	1	0	0	51.6787
0.0150714	1	0	0	51.6787
0.0200714	1	0	0	51.6787
0.0250714	1	1	0	51.6787
0.0300714	1	1	0	51.6787
0.0350714	1	1	0	51.6787
0.0400714	1	1	0	51.6787
0.0450714	1	1	0	51.6787
0.0480714	1	1	0	51.6787
0.0500714	1	1	0	51.6787
0.0550714	1	1	0	51.6787
0.0600714	1	1	0	51.6787
0.0650714	1	1	0	51.6787
0.0700714	1	1	0	51.6787
0.0750714	1	1	0	51.6787
0.0800714	1	1	0	51.6787
0.0850714	1	1	0	51.6787
0.0900714	1	1	0	51.6787
0.0950714	1	1	0	51.6787
0.100071	1	1	0	51.6787
0.105071	1	1	0	51.6787
0.110071	1	1	0	51.6787
0.115071	1	1	0	51.6787
0.120071	1	1	0	51.6787
0.125071	1	1	0	51.6787
0.128071	1	1	0	51.6787
0.130071	1	1	0	51.6787
0.135071	1	1	0	51.6787
0.140071	1	1	0	51.6787
0.145071	1	1	0	51.6787
0.150071	1	1	0	51.6787
0.155071	1	1	0	51.6787
0.160071	1	1	0	51.6787
0.165071	1	1	0	51.6787
0.170071	1	1	0	51.6787
0.175071	1	1	0	51.6787
0.180071	1	1	0	51.6787
0.185071	1	1	0	51.6787
0.190071	1	1	0	51.6787
0.195071	1	1	0	51.6787
0.200071	1	1	0	51.6787
0.205071	1	1	0	51.6787
0.208071	1	1	0	51.6787
0.210071	1	1	0	51.6787
0.215071	1	1	0	51.6787
0.220071	1	1	0	51.6787
0.225071	1	1	0	51.6787
0.230071	1	1	0	51.6787
0.235071	1	1	0	51.6787
0.240071	1	1	0	51.6787
0.245071	1	1	0	51.6787
0.250071	1	1	0	51.6787
0.255071	1	1	0	51.6787
0.260071	1	1	0	51.6787
0.265071	1	1	0	51.6787
0.270071	1	1	0	51.6787
0.275071	1	1	0	51.6787
0.280071	1	1	0	51.6787
0.285071	1	1	0	51.6787
0.288071	1	1	0	51.6787
0.290071	1	1	0	51.6787
0.295071	1	1	0	51.6787
0.300071	1	1	0	51.6787
0.305071	1	1	0	51.6787
0.310071	1	1	0	51.6787
0.315071	1	1	0	51.6787
0.320071	1	1	0	51.6787
0.325071	1	1	0	51.6787
0.330071	1	1	0	51.6787
0.335071	1	1	0	51.6787
0.340071	1	1	0	51.6787
0.345071	1	1	0	51.6787
0.350071	1	1	0	51.6787
0.355071	1	1	0	51.6787
0.360071	1	1	0	51.6787
0.365071	1	1	0	51.6787
0.368071	1	1	0	51.6787
0.370071	1	1	0	51.6787
0.375071	1	1	0	51.6787
0.380071	1	1	0	51.6787
0.385071	1	1	0	51.6787
0.390071	1	1	0	51.6787
0.395071	1	1	0	51.6787
0.400071	1	1	0	51.6787
0.403071	1	1	0	51.6787
0.404071	1	1	0	51.6787
0.405071	1	1	0	51.6787
0.406071	1	1	0	51.6787
0.407071	1	1	0	51.6787
0.408071	1	1	0	51.6787
0.409071	1	1	0	51.6787
0.410071	1	1	0	51.6787
0.411071	1	1	0	51.6787
0.412071	1	1	0	51.6787
0.413071	1	1	0	51.6787
0.414071	1	1	0	51.6787
0.415071	1	1	0	51.6787
0.416071	1	1	0	51.6787
0.417071	1	1	0	51.6787
0.418071	1	1	0	51.6787
0.419071	1	1	0	51.6787
0.420071	1	1	0	51.6787
0.421071	1	1	0	51.6787
0.422071	1	1	0	51.6787
0.423071	1	1	0	51.6787
0.424071	1	1	0	51.6787
0.425071	1	1	0	51.6787
0.426071	1	1	0	51.6787
0.427071	1	1	0	51.6787
0.428071	1	1	0	51.6787
0.429071	1	1	0	51.6787
0.430071	1	1	0	51.6787
0.431071	1	1	0	51.6787
0.432071	1	1	0	51.6787
0.433071	1	1	0	51.6787
0.434071	1	1	0	51.6787
0.435071	1	1	0	51.6787
0.436071	1	1	0	51.6787
0.437071	1	1	0	51.6787
0.438071	1	1	0	51.6787
0.439071	1	1	0	51.6787
0.440071	1	1	0	51.6787
0.441071	1	1	0	51.6787
0.442071	1	1	0	51.6787
0.443071	1	1	0	51.6787
0.444071	1	1	0	51.6787
0.445071	1	1	0	51.6787
0.446071	1	1	0	51.6787
0.447071	1	1	0	51.6787
0.448071	1	1	0	51.6787
0.449071	1	1	0	51.6787
0.450071	1	1	0	51.6787
0.451071	1	1	0	51.6787
0.452071	1	1	0	51.6787
0.453071	1	1	0	51.6787
0.454071	1	1	0	51.6787
0.455071	1	1	0	51.6787
0.456071	1	1	0	51.6787
0.457071	1	1	0	51.6787
0.458071	1	1	0	51.6787
0.459071	1	1	0	51.6787
0.460071	1	1	0	51.6787
0.461071	1	1	0	51.6787
0.462071	1	1	0	51.6787
0.463071	1	1	0	51.6787
0.464071	1	1	0	51.6787
0.465071	1	1	0	51.6787
0.466071	1	1	0	51.6787
0.467071	1	1	0	51.6787
0.468071	1	1	0	51.6787
0.469071	1	1	0	51.6787
0.470071	1	1	0	51.6787
0.471071	1	1	0	51.6787
0.472071	1	1	0	51.6787
0.473071	1	1	0	51.6787
0.474071	1	1	0	51.6787
0.475071	1	1	0	51.6787
0.476071	1	1	0	51.6787
0.477071	1	1	0	51.6787
0.478071	1	1	0	51.6787
0.479071	1	1	0	51.6787
0.480071	1	1	0	51.6787
0.481071	1	1	0	51.6787
0.482071	1	1	0	51.6787
0.483071	1	1	0	51.6787
0.484071	1	1	0	51.6787
0.485071	1	1	0	51.6787
0.486071	1	1	0	51.6787
0.487071	1	1	0	51.6787
0.488071	1	1	0	51.6787
0.489071	1	1	0	51.6787
0.490071	1	1	0	51.6787
0.491071	1	1	0	51.6787
0.492071	1	1	0	51.6787
0.493071	1	1	0	51.6787
0.494071	1	1	0	51.6787
0.495071	1	1	0	51.6787
0.496071	1	1	0	51.6787
0.497071	1	1	0	51.6787
0.498071	1	1	0	51.6787
0.499071	1	1	0	51.6787
0.500071	1	1	0	51.6787
0.501071	1	1	0	51.6787
0.502071	1	1	0	51.6787
0.503071	1	1	0	51.6787
0.504071	1	1	0	51.6787
0.505071	1	1	0	51.6787
0.506071	1	1	0	51.6787
0.507071	1	1	0	51.6787
0.508071	1	1	0	51.6787
0.509071	1	1	0	51.6787
0.510071	1	1	0	51.6787
0.511071	1	1	0	51.6787
0.512071	1	1	0	51.6787
0.513071	1	1	0	51.6787
0.514071	1	1	0	51.6787
0.515071	1	1	0	51.6787
0.516071	1	1	0	51.6787
0.517071	1	1	0	51.6787
0.518071	1	1	0	51.6787
0.519071	1	1	0	51.6787
0.520071	1	1	0	51.6787
0.521071	1	1	0	51.6787
0.522071	1	1	0	51.6787
0.523071	1	1	0	51.6787
0.524071	1	1	0	51.6787
0.525071	1	1	0	51.6787
0.526071	1	1	0	51.6787
0.527071	1	1	0	51.6787
0.528071	1	1	0	51.6787
0.529071	1	1	0	51.6787
0.530071	1	1	0	51.6787
0.531071	1	1	0	51.6787
0.532071	1	1	0	51.6787
0.533071	1	1	0	51.6787
0.534071	1	1	0	51.6787
0.535071	1	1	0	51.6787
0.536071	1	1	0	51.6787
0.537071	1	1	0	51.6787
0.538071	1	1	0	51.6787
0.539071	1	1	0	51.6787
0.540071	1	1	0	51.6787
0.541071	1	1	0	51.6787
0.542071	1	1	0	51.6787
0.543071	1	1	0	51.6787
0.544071	1	1	0	51.6787
0.545071	1	1	0	51.6787
0.546071	1	1	0	51.6787
0.547071	1	1	0	51.6787
0.548071	1	1	0	51.6787
0.549071	1	1	0	51.6787
0.550071	1	1	0	51.6787
0.551071	1	1	0	51.6787
0.552071	1	1	0	51.6787
0.553071	1	1	0	51.6787
0.554071	1	1	0	51.6787
0.555071	1	1	0	51.6787
0.556071	1	1	0	51.6787
0.557071	1	1	0	51.6787
0.558071	1	1	0	51.6787
0.559071	1	1	0	51.6787
0.560071	1	1	0	51.6787
0.561071	1	1	0	51.6787
0.562071	1	1	0	51.6787
0.563071	1	1	0	51.6787
0.564071	1	1	0	51.6787
0.565071	1	1	0	51.6787
0.566071	1	1	0	51.6787
0.567071	1	1	0	51.6787
0.568071	1	1	0	51.6787
0.569071	1	1	0	51.6787
0.570071	1	1	0	51.6787
0.571071	1	1	0	51.6787
0.572071	1	1	0	51.6787
0.573071	1	1	0	51.6787
0.574071	1	1	0	51.6787
0.575071	1	1	0	51.6787
0.576071	1	1	0	51.6787
0.577071	1	1	0	51.6787
0.578071	1	1	0	51.6787
0.579071	1	1	0	51.6787
0.580071	1	1	0	51.6787
0.581071	1	1	0	51.6787
0.582071	1	1	0	51.6787
0.583071	1	1	0	51.6787
0.584071	1	1	0	51.6787
0.585071	1	1	0	51.6787
0.586071	1	1	0	51.6787
0.587071	1	1	0	51.6787
0.588071	1	1	0	51.6787
0.589071	1	1	0	51.6787
0.590071	1	1	0	51.6787
0.591071	1	1	0	51.6787
0.592071	1	1	0	51.6787
0.593071	1	1	0	51.6787
0.594071	1	1	0	51.6787
0.595071	1	1	0	51.6787
0.596071	1	1	0	51.6787
0.597071	1	1	0	51.6787
0.598071	1	1	0	51.6787
0.599071	1	1	0	51.6787
0.600071	1	1	0	51.6787
0.601071	1	1	0	51.6787
0.602071	1	1	0	51.6787
0.603071	1	1	0	51.6787
0.604071	1	1	0	51.6787
0.605071	1	1	0	51.6787
0.606071	1	1	0	51.6787
0.607071	1	1	0	51.6787
0.608071	1	1	0	51.6787
0.609071	1	1	0	51.6787
0.610071	1	1	0	51.6787
0.611071	1	1	0	51.6787
0.612071	1	1	0	51.6787
0.613071	1	1	0	51.6787
0.614071	1	1	0	51.6787
0.615071	1	1	0	51.6787
0.616071	1	1	0	51.6787
0.617071	1	1	0	51.6787
0.618071	1	1	0	51.6787
0.619071	1	1	0	51.6787
0.620071	1	1	0	51.6787
0.621071	1	1	0	51.6787
0.622071	1	1	0	51.6787
0.623071	1	1	0	51.6787
0.624071	1	1	0	51.6787
0.625071	1	1	0	51.6787
0.626071	1	1	0	51.6787
0.627071	1	1	0	51.6787
0.628071	1	1	0	51.6787
0.629071	1	1	0	51.6787
0.630071	1	1	0	51.6787
0.631071	1	1	0	51.6787
0.632071	1	1	0	51.6787
0.633071	1	1	0	51.6787
0.634071	1	1	0	51.6787
0.635071	1	1	0	51.6787
0.636071	1	1	0	51.6787
0.637071	1	1	0	51.6787
0.638071	1	1	0	51.6787
0.639071	1	1	0	51.6787
0.640071	1	1	0	51.6787
0.641071	1	1	0	51.6787
0.642071	1	1	0	51.6787
0.643071	1	1	0	51.6787
0.644071	1	1	0	51.6787
0.645071	1	1	0	51.6787
0.646071	1	1	0	51.6787
0.647071	1	1	0	51.6787
0.648071	1	1	0	51.6787
0.649071	1	1	0	51.6787
0.650071	1	1	0	51.6787
0.651071	1	1	0	51.6787
0.652071	1	1	0	51.6787
0.653071	1	1	0	51.6787
0.654071	1	1	0	51.6787
0.655071	1	1	0	51.6787
0.656071	1	1	0	51.6787
0.657071	1	1	0	51.6787
0.658071	1	1	0	51.6787
0.659071	1	1	0	51.6787
0.660071	1	1	0	51.6787
0.661071	1	1	0	51.6787
0.662071	1	1	0	51.6787
0.663071	1	1	0	51.6787
0.664071	1	1	0	51.6787
0.665071	1	1	0	51.6787
0.666071	1	1	0	51.6787
0.667071	1	1	0	51.6787
0.668071	1	1	0	51.6787
0.669071	1	1	0	51.6787
0.670071	1	1	0	51.6787
0.671071	1	1	0	51.6787
0.672071	1	1	0	51.6787
0.673071	1	1	0	51.6787
0.674071	1	1	0	51.6787
0.675071	1	1	0	51.6787
0.676071	1	1	0	51.6787
0.677071	1	1	0	51.6787
0.678071	1	1	0	51.6787
0.679071	1	1	0	51.6787
0.680071	1	1	0	51.6787
0.681071	1	1	0	51.6787
0.682071	1	1	0	51.6787
0.683071	1	1	0	51.6787
0.684071	1	1	0	51.6787
0.685071	1	1	0	51.6787
0.686071	1	1	0	51.6787
0.687071	1	1	0	51.6787
0.688071	1	1	0	51.6787
0.689071	1	1	0	51.6787
0.690071	1	1	0	51.6787
0.691071	1	1	0	51.6787
0.692071	1	1	0	51.6787
0.693071	1	1	0	51.6787
0.694071	1	1	0	51.6787
0.695071	1	1	0	51.6787
0.696071	1	1	0	51.6787
0.697071	1	1	0	51.6787
0.698071	1	1	0	51.6787
0.699071	1	1	0	51.6787
0.700071	1	1	0	51.6787
0.701071	1	1	0	51.6787
0.702071	1	1	0	51.6787
0.703071	1	1	0	51.6787
0.704071	1	1	0	51.6787
0.705071	1	1	0	51.6787
0.706071	1	1	0	51.6787
0.707071	1	1	0	51.6787
0.708071	1	1	0	51.6787
0.709071	1	1	0	51.6787
0.710071	1	1	0	51.6787
0.711071	1	1	0	51.6787
0.712071	1	1	0	51.6787
0.713071	1	1	0	51.6787
0.714071	1	1	0	51.6787
0.715071	1	1	0	51.6787
0.716071	1	1	0	51.6787
0.717071	1	1	0	51.6787
0.718071	1	1	0	51.6787
0.719071	1	1	0	51.6787
0.720071	1	1	0	51.6787
0.721071	1	1	0	51.6787
0.722071	1	1	0	51.6787
0.723071	1	1	0	51.6787
0.724071	1	1	0	51.6787
0.725071	1	1	0	51.6787
0.726071	1	1	0	51.6787
0.727071	1	1	0	51.6787
0.728071	1	1	0	51.6787
0.729071	1	1	0	51.6787
0.730071	1	1	0	51.6787
0.731071	1	1	0	51.6787
0.732071	1	1	0	51.6787
0.733071	1	1	0	51.6787
0.734071	1	1	0	51.6787
0.735071	1	1	0	51.6787
0.736071	1	1	0	51.6787
0.737071	1	1	0	51.6787
0.738071	1	1	0	51.6787
0.739071	1	1	0	51.6787
0.740071	1	1	0	51.6787
0.741071	1	1	0	51.6787
0.742071	1	1	0	51.6787
0.743071	1	1	0	51.6787
0.744071	1	1	0	51.6787
0.745071	1	1	0	51.6787
0.746071	1	1	0	51.6787
0.747071	1	1	0	51.6787
0.748071	1	1	0	51.6787
0.749071	1	1	0	51.6787
0.750071	1	1	0	51.6787
0.751071	1	1	0	51.6787
0.752071	1	1	0	51.6787
0.753071	1	1	0	51.6787
0.754071	1	1	0	51.6787
0.755071	1	1	0	51.6787
0.756071	1	1	0	51.6787
0.757071	1	1	0	51.6787
0.758071	1	1	0	51.6787
0.759071	1	1	0	51.6787
0.760071	1	1	0	51.6787
0.761071	1	1	0	51.6787
0.762071	1	1	0	51.6787
0.763071	1	1	0	51.6787
0.764071	1	1	0	51.6787
0.765071	1	1	0	51.6787
0.766071	1	1	0	51.6787
0.767071	1	1	0	51.6787
0.768071	1	1	0	51.6787
0.769071	1	1	0	51.6787
0.770071	1	1	0	51.6787
0.771071	1	1	0	51.6787
0.772071	1	1	0	51.6787
0.773071	1	1	0	51.6787
0.774071	1	1	0	51.6787
0.775071	1	1	0	51.6787
0.776071	1	1	0	51.6787
0.777071	1	1	0	51.6787
0.778071	1	1	0	51.6787
0.779071	1	1	0	51.6787
0.780071	1	1	0	51.6787
0.781071	1	1	0	51.6787
0.782071	1	1	0	51.6787
0.783071	1	1	0	51.6787
0.784071	1	1	0	51.6787
0.785071	1	1	0	51.6787
0.786071	1	1	0	51.6787
0.787071	1	1	0	51.6787
0.788071	1	1	0	51.6787
0.789071	1	1	0	51.6787
0.790071	1	1	0	51.6787
0.791071	1	1	0	51.6787
0.792071	1	1	0	51.6787
0.793071	1	1	0	51.6787
0.794071	1	1	0	51.6787
0.795071	1	1	0	51.6787
0.796071	1	1	0	51.6787
0.797071	1	1	0	51.6787
0.798071	1	1	0	51.6787
0.799071	1	1	0	51.6787
0.800071	1	1	0	51.6787
0.801071	1	1	0	51.6787
0.802071	1	1	0	51.6787
0.803071	1	1	0	51.6787
0.804071	1	1	0	51.6787
0.805071	1	1	0	51.6787
0.806071	1	1	0	51.6787
0.807071	1	1	0	51.6787
0.808071	1	1	0	51.6787
0.809071	1	1	0	51.6787
0.810071	1	1	0	51.6787
0.811071	1	1	0	51.6787
0.812071	1	1	0	51.6787
0.813071	1	1	0	51.6787
0.814071	1	1	0	51.6787
0.815071	1	1	0	51.6787
0.816071	1	1	0	51.6787
0.817071	1	1	0	51.6787
0.818071	1	1	0	51.6787
0.819071	1	1	0	51.6787
0.820071	1	1	0	51.6787
0.821071	1	1	0	51.6787
0.822071	1	1	0	51.6787
0.823071	1	1	0	51.6787
0.824071	1	1	0	51.6787
0.825071	1	1	0	51.6787
0.826071	1	1	0	51.6787
0.827071	1	1	0	51.6787
0.828071	1	1	0	51.6787
0.829071	1	1	0	51.6787
0.830071	1	1	0	51.6787
0.831071	1	1	0	51.6787
0.832071	1	1	0	51.6787
0.833071	1	1	0	51.6787
0.834071	1	1	0	51.6787
0.835071	1	1	0	51.6787
0.836071	1	1	0	51.6787
0.837071	1	1	0	51.6787
0.838071	1	1	0	51.6787
0.839071	1	1	0	51.6787
0.840071	1	1	0	51.6787
0.841071	1	1	0	51.6787
0.842071	1	1	0	51.6787
0.843071	1	1	0	51.6787
0.844071	1	1	0	51.6787
0.845071	1	1	0	51.6787
0.846071	1	1	0	51.6787
0.847071	1	1	0	51.6787
0.848071	1	1	0	51.6787
0.849071	1	1	0	51.6787
0.850071	1	1	0	51.6787
0.851071	1	1	0	51.6787
0.852071	1	1	0	51.6787
0.853071	1	1	0	51.6787
0.854071	1	1	0	51.6787
0.855071	1	1	0	51.6787
0.856071	1	1	0	51.6787
0.857071	1	1	0	51.6787
0.858071	1	1	0	51.6787
0.859071	1	1	0	51.6787
0.860071	1	1	0	51.6787
0.861071	1	1	0	51.6787
0.862071	1	1	0	51.6787
0.863071	1	1	0	51.6787
0.864071	1	1	0	51.6787
0.865071	1	1	0	51.6787
0.866071	1	1	0	51.6787
0.867071	1	1	0	51.6787
0.868071	1	1	0	51.6787
0.869071	1	1	0	51.6787
0.870071	1	1	0	51.6787
0.871071	1	1	0	51.6787
0.872071	1	1	0	51.6787
0.873071	1	1	0	51.6787
0.874071	1	1	0	51.6787
0.875071	1	1	0	51.6787
0.876071	1	1	0	51.6787
0.877071	1	1	0	51.6787
0.878071	1	1	0	51.6787
0.879071	1	1	0	51.6787
0.880071	1	1	0	51.6787
0.881071	1	1	0	51.6787
0.882071	1	1	0	51.6787
0.883071	1	1	0	51.6787
0.884071	1	1	0	51.6787
0.885071	1	1	0	51.6787
