% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
1.243	1	0	0	1	124	5	0	1	12	13	1	0	13	8691
1.244	1	0	0	1	124	6	0	1	12	12	1	0	13	8691
1.245	1	0	0	1	124	7	0	1	12	11	1	0	13	8691
1.246	1	0	0	1	124	8	0	1	12	15	1	0	13	8691
1.247	1	0	0	1	124	9	0	1	12	14	1	0	13	8691
1.248	1	0	0	1	125	0	0	1	11	13	1	0	13	7968
1.249	1	0	0	1	125	1	0	1	12	12	1	0	13	8691
1.25	1	0	0	1	125	2	0	1	12	11	1	0	13	8691
1.251	1	0	0	1	125	3	0	1	12	15	1	0	13	8691
1.252	1	0	0	1	125	4	0	1	12	14	1	0	13	8691
1.253	1	0	0	1	125	5	0	1	12	13	1	0	13	8691
1.254	1	0	0	1	125	6	0	1	12	12	1	0	13	8691
1.255	1	0	0	1	125	7	0	1	12	11	1	0	13	8691
1.256	1	0	0	1	125	8	0	1	12	15	1	0	13	8691
1.257	1	0	0	1	125	9	0	1	12	14	1	0	13	8691
1.258	1	0	0	1	126	0	0	1	12	13	1	0	13	8691
1.259	1	0	0	1	126	1	0	1	12	12	1	0	13	8691
1.26	1	0	0	1	126	2	0	1	12	11	1	0	13	8691
1.261	1	0	0	1	126	3	0	1	12	15	1	0	13	8691
1.262	1	0	0	1	126	4	0	1	12	14	1	0	13	8691
1.263	1	0	0	1	126	5	0	1	12	13	1	0	13	8691
1.264	1	0	0	1	126	6	0	1	12	12	1	0	13	8691
1.265	1	0	0	1	126	7	0	1	12	11	1	0	13	8691
1.266	1	0	0	1	126	8	0	1	12	15	1	0	13	8691
1.267	1	0	0	1	126	9	0	1	12	14	1	0	13	8691
1.268	1	0	0	1	127	0	0	1	12	13	1	0	13	8691
1.269	1	0	0	1	127	1	0	1	12	12	1	0	13	8691
1.27	1	0	0	1	127	2	0	1	12	11	1	0	13	8691
1.271	1	0	0	1	127	3	0	1	12	15	1	0	13	8691
1.272	1	0	0	1	127	4	0	1	12	14	1	0	13	8691
1.273	1	0	0	1	127	5	0	1	12	13	1	0	13	8691
1.274	1	0	0	1	127	6	0	1	12	12	1	0	13	8691
1.275	1	0	0	1	127	7	0	1	12	11	1	0	13	8691
1.276	1	0	0	1	127	8	0	1	12	15	1	0	13	8691
1.277	1	0	0	1	127	9	0	1	12	14	1	0	13	8691
1.278	1	0	0	1	128	0	0	1	12	13	1	0	13	8691
1.279	1	0	0	1	128	1	0	1	12	12	1	0	13	8691
1.28	1	0	0	1	128	2	0	1	12	11	1	0	13	8691
1.281	1	0	0	1	128	3	0	1	12	15	1	0	13	8691
1.282	1	0	0	1	128	4	0	1	12	14	1	0	13	8691
1.283	1	0	0	1	128	5	0	1	12	13	1	0	13	8691
1.284	1	0	0	1	128	6	0	1	12	12	1	0	13	8691
1.285	1	0	0	1	128	7	0	1	12	11	1	0	13	8691
1.286	1	0	0	1	128	8	0	1	12	15	1	0	13	8691
1.287	1	0	0	1	128	9	0	1	12	14	1	0	13	8691
1.288	1	0	0	1	129	0	0	1	12	13	1	0	13	8691
1.289	1	0	0	1	129	1	0	1	12	12	1	0	13	8691
1.29	1	0	0	1	129	2	0	1	12	11	1	0	13	8691
1.291	1	0	0	1	129	3	0	1	12	15	1	0	13	8691
1.292	1	0	0	1	129	4	0	1	12	14	1	0	13	8691
1.293	1	0	0	1	129	5	0	1	12	13	1	0	13	8691
1.294	1	0	0	1	129	6	0	1	12	12	1	0	13	8691
1.295	1	0	0	1	129	7	0	1	12	11	1	0	13	8691
1.296	1	0	0	1	129	8	0	1	12	15	1	0	13	8691
1.297	1	0	0	1	129	9	0	1	12	14	1	0	13	8691
1.298	1	0	0	1	130	0	0	1	12	13	1	0	13	8691
1.299	1	0	0	1	130	1	0	1	12	12	1	0	13	8691
1.3	1	0	0	1	130	2	0	1	12	11	1	0	13	8691
1.301	1	0	0	1	130	3	0	1	12	15	1	0	13	8691
1.302	1	0	0	1	130	4	0	1	12	14	1	0	13	8691
1.303	1	0	0	1	130	5	0	1	12	13	1	0	13	8691
1.304	1	0	0	1	130	6	0	1	12	12	1	0	13	8691
1.305	1	0	0	1	130	7	0	1	12	11	1	0	13	8691
1.306	1	0	0	1	130	8	0	1	12	15	1	0	13	8691
1.307	1	0	0	1	130	9	0	1	12	14	1	0	13	8691
1.308	1	0	0	1	131	0	0	1	12	13	1	0	13	8691
1.309	1	0	0	1	131	1	0	1	12	12	1	0	13	8691
1.31	1	0	0	1	131	2	0	1	12	11	1	0	13	8691
1.311	1	0	0	1	131	3	0	1	12	15	1	0	13	8691
1.312	1	0	0	1	131	4	0	1	12	14	1	0	13	8691
1.313	1	0	0	1	131	5	0	1	12	13	1	0	13	8691
1.314	1	0	0	1	131	6	0	1	12	12	1	0	13	8691
1.315	1	0	0	1	131	7	0	1	12	11	1	0	13	8691
1.316	1	0	0	1	131	8	0	1	12	15	1	0	13	8691
1.317	1	0	0	1	131	9	0	1	12	14	1	0	13	8691
1.318	1	0	0	1	132	0	0	1	12	13	1	0	13	8691
1.319	1	0	0	1	132	1	0	1	12	12	1	0	13	8691
1.32	1	0	0	1	132	2	0	1	12	11	1	0	13	8691
1.321	1	0	0	1	132	3	0	1	12	15	1	0	13	8691
1.322	1	0	0	1	132	4	0	1	12	14	1	0	13	8691
1.323	1	0	0	1	132	5	0	1	12	13	1	0	13	8691
1.324	1	0	0	1	132	6	0	1	12	12	1	0	13	8691
1.325	1	0	0	1	132	7	0	1	12	11	1	0	13	8691
1.326	1	0	0	1	132	8	0	1	12	15	1	0	13	8691
1.327	1	0	0	1	132	9	0	1	12	14	1	0	13	8691
1.328	1	0	0	1	133	0	0	1	11	13	1	0	13	7968
1.329	1	0	0	1	133	1	0	1	12	12	1	0	13	8691
1.33	1	0	0	1	133	2	0	1	12	11	1	0	13	8691
1.331	1	0	0	1	133	3	0	1	12	15	1	0	13	8691
1.332	1	0	0	1	133	4	0	1	12	14	1	0	13	8691
1.333	1	0	0	1	133	5	0	1	12	13	1	0	13	8691
1.334	1	0	0	1	133	6	0	1	12	12	1	0	13	8691
1.335	1	0	0	1	133	7	0	1	12	11	1	0	13	8691
1.336	1	0	0	1	133	8	0	1	12	15	1	0	13	8691
1.337	1	0	0	1	133	9	0	1	12	14	1	0	13	8691
1.338	1	0	0	1	134	0	0	1	12	13	1	0	13	8691
1.339	1	0	0	1	134	1	0	1	12	12	1	0	13	8691
1.34	1	0	0	1	134	2	0	1	12	11	1	0	13	8691
1.341	1	0	0	1	134	3	0	1	12	15	1	0	13	8691
1.342	1	0	0	1	134	4	0	1	12	14	1	0	13	8691
1.343	1	0	0	1	134	5	0	1	12	13	1	0	13	8691
1.344	1	0	0	1	134	6	0	1	12	12	1	0	13	8691
1.345	1	0	0	1	134	7	0	1	12	11	1	0	13	8691
1.346	1	0	0	1	134	8	0	1	12	15	1	0	13	8691
1.347	1	0	0	1	134	9	0	1	12	14	1	0	13	8691
1.348	1	0	0	1	135	0	0	1	12	13	1	0	13	8691
1.349	1	0	0	1	135	1	0	1	12	12	1	0	13	8691
1.35	1	0	0	1	135	2	0	1	12	11	1	0	13	8691
1.351	1	0	0	1	135	3	0	1	12	15	1	0	13	8691
1.352	1	0	0	1	135	4	0	1	12	14	1	0	13	8691
1.353	1	0	0	1	135	5	0	1	12	13	1	0	13	8691
1.354	1	0	0	1	135	6	0	1	12	12	1	0	13	8691
1.355	1	0	0	1	135	7	0	1	12	11	1	0	13	8691
1.356	1	0	0	1	135	8	0	1	12	15	1	0	13	8691
1.357	1	0	0	1	135	9	0	1	12	14	1	0	13	8691
1.358	1	0	0	1	136	0	0	1	12	13	1	0	13	8691
1.359	1	0	0	1	136	1	0	1	12	12	1	0	13	8691
1.36	1	0	0	1	136	2	0	1	12	11	1	0	13	8691
1.361	1	0	0	1	136	3	0	1	12	15	1	0	13	8691
1.362	1	0	0	1	136	4	0	1	12	14	1	0	13	8691
1.363	1	0	0	1	136	5	0	1	12	13	1	0	13	8691
1.364	1	0	0	1	136	6	0	1	12	12	1	0	13	8691
1.365	1	0	0	1	136	7	0	1	12	11	1	0	13	8691
1.366	1	0	0	1	136	8	0	1	12	15	1	0	13	8691
1.367	1	0	0	1	136	9	0	1	12	14	1	0	13	8691
1.368	1	0	0	1	137	0	0	1	12	13	1	0	13	8691
1.369	1	0	0	1	137	1	0	1	12	12	1	0	13	8691
1.37	1	0	0	1	137	2	0	1	12	11	1	0	13	8691
1.371	1	0	0	1	137	3	0	1	12	15	1	0	13	8691
1.372	1	0	0	1	137	4	0	1	12	14	1	0	13	8691
1.373	1	0	0	1	137	5	0	1	12	13	1	0	13	8691
1.374	1	0	0	1	137	6	0	1	12	12	1	0	13	8691
1.375	1	0	0	1	137	7	0	1	12	11	1	0	13	8691
1.376	1	0	0	1	137	8	0	1	12	15	1	0	13	8691
1.377	1	0	0	1	137	9	0	1	12	14	1	0	13	8691
1.378	1	0	0	1	138	0	0	1	12	13	1	0	13	8691
1.379	1	0	0	1	138	1	0	1	12	12	1	0	13	8691
1.38	1	0	0	1	138	2	0	1	12	11	1	0	13	8691
1.381	1	0	0	1	138	3	0	1	12	15	1	0	13	8691
1.382	1	0	0	1	138	4	0	1	12	14	1	0	13	8691
1.383	1	0	0	1	138	5	0	1	12	13	1	0	13	8691
1.384	1	0	0	1	138	6	0	1	12	12	1	0	13	8691
1.385	1	0	0	1	138	7	0	1	12	11	1	0	13	8691
1.386	1	0	0	1	138	8	0	1	12	15	1	0	13	8691
1.387	1	0	0	1	138	9	0	1	12	14	1	0	13	8691
1.388	1	0	0	1	139	0	0	1	12	13	1	0	13	8691
1.389	1	0	0	1	139	1	0	1	12	12	1	0	13	8691
1.39	1	0	0	1	139	2	0	1	12	11	1	0	13	8691
1.391	1	0	0	1	139	3	0	1	12	15	1	0	13	8691
1.392	1	0	0	1	139	4	0	1	12	14	1	0	13	8691
1.393	1	0	0	1	139	5	0	1	12	13	1	0	13	8691
1.394	1	0	0	1	139	6	0	1	12	12	1	0	13	8691
1.395	1	0	0	1	139	7	0	1	12	11	1	0	13	8691
1.396	1	0	0	1	139	8	0	1	12	15	1	0	13	8691
1.397	1	0	0	1	139	9	0	1	12	14	1	0	13	8691
1.398	1	0	0	1	140	0	0	1	12	13	1	0	13	8691
1.399	1	0	0	1	140	1	0	1	12	12	1	0	13	8691
