time(s)	cellId	rnti	lcid	packetSize
0.506071	1	1	5	74
0.512071	1	1	5	1210
2.50507	1	1	5	74
2.51107	1	1	5	1210
4.50507	1	1	5	74
4.51107	1	1	5	1210
6.50507	1	1	5	74
6.51107	1	1	5	1210
8.50507	1	1	5	74
8.51107	1	1	5	1210
10.5051	1	1	5	74
10.5111	1	1	5	1210
12.5051	1	1	5	74
12.5111	1	1	5	1210
14.5051	1	1	5	74
14.5111	1	1	5	1210
16.5051	1	1	5	74
16.5111	1	1	5	1210
18.5051	1	1	5	74
18.5111	1	1	5	1210
